Squad,Product,ID,Event Name,screen_figma,screen_analytics,object,country,Estado Unificado,Acción Sugerida,Eventos,Fila GA4,Fila FE,Archivo FE,Use Case,Business Question
Falcon2,RVI,AMP-2-0007,cash_in,CashIn_AddAmount_CLSTK,,Button,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en la app durante el Flujo de Cash in con la finalidad de aumentar el porcentaje de personas que ingresan dinero para invertir en acciones. Teniendo como meta principal de negocio aumentar el NNM y AUM en acciones,¿Cual es el porcentaje de conversión de clientes por pantalla en Cash in?
Falcon2,RVI,AMP-2-0008,cash_in,CashIn_StampedAmount_CLSTK,,Button,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en la app durante el Flujo de Cash in con la finalidad de aumentar el porcentaje de personas que ingresan dinero para invertir en acciones. Teniendo como meta principal de negocio aumentar el NNM y AUM en acciones,¿Cual es el porcentaje de conversión de clientes por pantalla en Cash in?
Falcon2,RVI,AMP-2-0009,cash_in,CashIn_Selectbank_CLSTK,,Screen,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en la app durante el Flujo de Cash in con la finalidad de aumentar el porcentaje de personas que ingresan dinero para invertir en acciones. Teniendo como meta principal de negocio aumentar el NNM y AUM en acciones,¿Cual es el porcentaje de conversión de clientes por pantalla en Cash in?
Falcon2,RVI,AMP-2-0010,cash_in,CashIn_Paymentsummary_CLSTK,,Button,CL,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en la app durante el Flujo de Cash in con la finalidad de aumentar el porcentaje de personas que ingresan dinero para invertir en acciones. Teniendo como meta principal de negocio aumentar el NNM y AUM en acciones,¿Cual es el porcentaje de conversión de clientes por pantalla en Cash in?
Falcon2,RVI,AMP-2-0011,cash_in,CashIn_Blockingview_CashInLimit_CL_STK,,Screen,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,¿Qué porcentaje de usuarios está alcanzando el límite de ingreso de dinero
Falcon2,RVI,AMP-2-0012,cash_in,CashIn_Blockingview_Investmentlimit_CL_STK,,Screen,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,¿Qué porcentaje de usuarios está alcanzando el límite de inversión
Falcon2,RVI,AMP-2-0013,cash_in,CashIn_BlockingView_Investmentinactivity_CL_STK,,Screen,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,¿Qué porcentaje de usuarios está alcanzando el límite de saldo sin invertir
Falcon2,RVI,AMP-2-0014,cash_in,CashIn_InvestmentLimit_BlockingView_STKCL,,screen,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,¿Qué porcentaje de usuarios está alcanzado el limite de inversión en la app
Falcon2,RVI, AMP-2-0015,Cash_out,Cashout_Addamount_STKCL,,button ,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en la app durante el Flujo de Cash in con la finalidad de aumentar el porcentaje de personas que ingresan dinero para invertir en acciones. Teniendo como meta principal de negocio aumentar el NNM y AUM en acciones,¿Cual es el porcentaje de conversión de clientes por pantalla en Cash out?
Falcon2,RVI, AMP-2-0016,Cash_out,Cashout_AccountSelection_STKCL,,Button,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en la app durante el Flujo de Cash in con la finalidad de aumentar el porcentaje de personas que ingresan dinero para invertir en acciones. Teniendo como meta principal de negocio aumentar el NNM y AUM en acciones,¿Cual es el porcentaje de conversión de clientes por pantalla en Cash out?
Falcon2,RVI, AMP-2-0017,Cash out,CashOut_InsertOTPCode_CL,,Button,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en la app durante el Flujo de Cash in con la finalidad de aumentar el porcentaje de personas que ingresan dinero para invertir en acciones. Teniendo como meta principal de negocio aumentar el NNM y AUM en acciones,¿Cual es el porcentaje de conversión de clientes por pantalla en Cash out?
Falcon2,RVI, AMP-2-0018,Cash out,Cashout_Summary_CL,,Button,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en la app durante el Flujo de Cash in con la finalidad de aumentar el porcentaje de personas que ingresan dinero para invertir en acciones. Teniendo como meta principal de negocio aumentar el NNM y AUM en acciones,¿Cual es el porcentaje de conversión de clientes por pantalla en Cash out?
Falcon2,RVI,AMP-2-0019,Cash_in,CashIn_Summary_CL_STK,,Button,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en la app durante el Flujo de Cash in con la finalidad de aumentar el porcentaje de personas que ingresan dinero para invertir en acciones. Teniendo como meta principal de negocio aumentar el NNM y AUM en acciones,¿Cual es el porcentaje de conversión de clientes por pantalla en Cash in?
Falcon2,RVI,AMP-2-2020,Cash_in,CashIn_Pendindtransaction_CL_STK,,button ,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender el comportamiento de los usuarios en la app durante el Flujo de Cash in con la finalidad de aumentar el porcentaje de personas que ingresan dinero para invertir en acciones. Teniendo como meta principal de negocio aumentar el NNM y AUM en acciones,¿Cuál es el porcentaje de usuarios que retoman una transacciónde Cash in pendiente?
Falcon2,RVI,AMP-2-2021,Cash_in,CashIn_Pendindtransaction_CL_STK,,button ,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,¿Cuál es el porcentaje de usuarios que inician una nueva transacción de  Cash in 
Fury,TRANSVERSAL,AMP-1-0001,register,Onboarding_RegisterSuccess,register completed,screen,"co, pe y cl",🟢 VIVO (Exacto),Mantener,72931,Fila 61,Fila 159,packages/features/generic/authentication/module/lib/core/attribution/events.dart,,¿Cuantas personas se registran en tyba de forma satisfactoria?
Fury,TRANSVERSAL,AMP-1-0002,product_selection,Onboarding_CDTModal,product selected,action_button_clicked,co,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,31367,Fila 122,,,,"¿Cuantas personas seleccionan un producto de forma satisfactoria?, ¿Cuantas personas crean un perfil de forma satisfactoria?"
Fury,TRANSVERSAL,AMP-1-0003,product_selection,Onboarding_FPVModal,product selected,action_button_clicked,co,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,14568,Fila 174,,,,¿Cuantas personas seleccionan un producto de forma satisfactoria?
Fury,TRANSVERSAL,AMP-1-0004,product_selection,Onboarding_PocketModal,product selected,action_button_clicked,co y pe,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,55860,Fila 79,,,,"¿Cuantas personas seleccionan un producto de forma satisfactoria?, ¿Cuantas personas crean un perfil de forma satisfactoria?"
Fury,TRANSVERSAL,AMP-1-0005,product_selection,Onboarding_FICModal,product selected,action_button_clicked,"co, pe y cl","🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,237889,Fila 16,,,,¿Cuantas personas seleccionan un producto de forma satisfactoria?
Fury,TRANSVERSAL,AMP-1-0006,profiling,Profiling_SelectProfile,profile completed,button_clicked,"co, pe y cl",🟢 VIVO (Exacto),Mantener,223734,Fila 30,Fila 414,packages/features/generic/risk_profile/module/lib/core/attribution/events.dart,,¿Cuantas personas crean un perfil de forma satisfactoria?
Fury,FIC,AMP-1-0007,product_creation,"FIC_GoalCreated, ",SQI_CreationSuccess,button_clicked,co y cl,🟢 VIVO (Exacto),Mantener,74296,Fila 91,Fila 16,packages/features/core/fic/module/lib/core/attribution/events.dart,,¿Cuantas personas adquieren un producto de forma satisfactoria?
Fury,CDT,AMP-1-0008,product_creation,CDT_ Summary_CO,product created,action_button_clicked,co,🟢 VIVO (Exacto),Mantener,42128,Fila 137,Fila 2,packages/features/core/cdt/module/lib/core/attribution/events.dart,,¿Cuantas personas adquieren un producto de forma satisfactoria?
Fury,FVP,AMP-1-0009,product_creation,FPV_GoalCreated,product created,screen,co,🟢 VIVO (Exacto),Mantener,3404,Fila 287,Fila 18,packages/features/core/fpv/module/lib/core/attribution/events.dart,,¿Cuantas personas adquieren un producto de forma satisfactoria?
Fury,POCKET,AMP-1-0010,product_creation,Pocket_Success,Product_Created,screen,pe y co,🟢 VIVO (Exacto),Mantener,19722,Fila 150,Fila 122,packages/features/core/pocket/module/lib/core/attribution/events.dart,,¿Cuantas personas adquieren un producto de forma satisfactoria?
Fury,KYC,AMP-1-0011,kyc,KYC_SuccessVinculation,kyc completed,screen,"co, pe y cl",🟢 VIVO (Exacto),Mantener,10452,Fila 202,Fila 396,packages/features/generic/kyc/module/lib/core/attribution/events.dart,,¿Cuantas personas completan con exito su KYC?
Fury,TRANSVERSAL,AMP-1-0012,requested_cash_in,FPVCashin_PSESucessSteps_CO,cashin completed,screen,co,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,5729,Fila 236,,,,¿Cuantas personas adquieren hacer un primer cash in de forma satisfactoria?
Fury,CDT,AMP-1-0013,requested_cash_in,CDTCreation_KYCValidaton_CO,cashin completed,screen,co,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,263,Fila 376,,,,¿Cuantas personas adquieren hacer un primer cash in de forma satisfactoria?
Fury,FIC,AMP-1-0014,requested_cash_in,FIC_SuccessfulTransaction,cashin completed,screen,"co,pe y cl","🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,96505,Fila 83,,,,¿Cuantas personas adquieren hacer un primer cash in de forma satisfactoria?
Fury,POCKET,AMP-1-0015,requested_cash_in,CashIn_Success,cashin completed,screen,pe,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,555,Fila 370,,,,¿Cuantas personas adquieren hacer un primer cash in de forma satisfactoria?
Fury,RVI,AMP-1-0016,requested_cash_in,CashIn_Success,cashin completed,screen,"CO, PE & CL","🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,18712,Fila 370,,,Buscamos entender la adopción que tienen las personas de la TML en peru para llegar al cumplimiento del NNM con la finalidad de aumentar el % de conversión de personas al uso de los beneficios.,"¿Cuantas personas adquieren hacer un primer cash in de forma satisfactoria?, ¿Cuantas personas entran a la TML por el dashboard?, ¿Cuantas personas entran a la TML por ajuste/cuenta?, ¿Cuantas personas entran a la TML por flujo de codigo promocional/cash in?"
Fury,RVI,AMP-1-0016,requested_cash_in,CashIn_Success,cashin completed,screen,"CO, PE & CL","🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,18712,Fila 370,,,Buscamos entender la adopción que tienen las personas de la TML en peru para llegar al cumplimiento del NNM con la finalidad de aumentar el % de conversión de personas al uso de los beneficios.,"¿Cuantas personas adquieren hacer un primer cash in de forma satisfactoria?, ¿Cuantas personas entran a la TML por el dashboard?, ¿Cuantas personas entran a la TML por ajuste/cuenta?, ¿Cuantas personas entran a la TML por flujo de codigo promocional/cash in?"
Fury,TRANSVERSAL,AMP-1-0017,tml,TML_Benefits,Tml_Exited,back_button_clicked,"co, pe",🟢 VIVO (Exacto),Mantener,70481,Fila 60,Fila 443,packages/features/support/master_league/module/lib/core/attribution/events.dart,Buscamos entender la adopción que tienen las personas de la TML en peru para llegar al cumplimiento del NNM con la finalidad de aumentar el % de conversión de personas al uso de los beneficios.,"¿Cual es la tasa de rebote del dashboard?, ¿Cual es la tasa de rebote de ajuste/cuenta?, ¿Cual es la tasa de rebote de codigo promocional/cash in?"
Fury,TRANSVERSAL,AMP-1-0018,tml,TML_Benefits_CO,Tml _Bonus_Selected,action_button_clicked,"co, pe",🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,"Buscamos entender el comportamiento de las personas frente a la TML Co (plan de lealtad) para cumplir con el NNM con el fin de aumentar el engagement de las personas usando la TML.


Buscamos entender la adopción que tienen las personas de la TML en peru para llegar al cumplimiento del NNM con la finalidad de aumentar el % de conversión de personas al uso de los beneficios.","¿Cuantas personas entran a las secciónes? dividido por sección, ¿Cuanto tiempo dura una persona dentro de cada sección (cash back, referidos)?"
Fury,TRANSVERSAL,AMP-1-0019,tml,"TML_LevelDashboardCodeAvailable_CO , TML_Cashback_PE",Tml _Bonus_Copied,action_button_clicked,"co, pe","🟠 EN CÓDIGO, NO DISPARA",Revisar trigger en código,0,,Fila 445,packages/features/support/master_league/module/lib/core/attribution/events.dart,"Buscamos entender la adopción que tienen las personas de la TML en peru para llegar al cumplimiento del NNM con la finalidad de aumentar el % de conversión de personas al uso de los beneficios.

Buscamos entender el comportamiento de las personas frente a la TML Co (plan de lealtad) para cumplir con el NNM con el fin de aumentar el engagement de las personas usando la TML.
","¿Cuantas personas copiaron el codigo de la liga?, ¿Cuantas personas copian y no intentan un cash in? dividido por codigo y por segmento de tml."
Fury,TRANSVERSAL,AMP-1-0020,tml,TML_Refer,Tml_Referal_Code_Copied,action_button_clicked,"co, pe",🟢 VIVO (Exacto),Mantener,1503,Fila 314,Fila 446,packages/features/support/master_league/module/lib/core/attribution/events.dart,Buscamos entender la adopción que tienen las personas de la TML en peru para llegar al cumplimiento del NNM con la finalidad de aumentar el % de conversión de personas al uso de los beneficios.,¿Cuantas personas copieron su codigo de referido?
Fury,TRANSVERSAL,AMP-1-0021,tml,TML_Refer,Tml_Code_Shared,action_button_clicked,"co, pe",🟢 VIVO (Exacto),Mantener,3112,Fila 278,Fila 449,packages/features/support/referrals/module/lib/core/attribution/events.dart,Buscamos entender la adopción que tienen las personas de la TML en peru para llegar al cumplimiento del NNM con la finalidad de aumentar el % de conversión de personas al uso de los beneficios.,¿Cuantas personas compartieron su codigo de referidos? divido segun el medio
Fury,TRANSVERSAL,AMP-1-0022,tml,TML_Alianzas_CO,Tml_Asesoria,screen_view,"co, pe",🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,Buscamos entender la adopción que tienen las personas de la TML en peru para llegar al cumplimiento del NNM con la finalidad de aumentar el % de conversión de personas al uso de los beneficios.,¿Cual es la tasa de rebote del uso de asesoria para profesionales?
Fury,TRANSVERSAL,AMP-1-0023,Club tyba,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Fury,TRANSVERSAL,AMP-1-0024,Club tyba,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Fury,TRANSVERSAL,AMP-1-0025,Club tyba,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Fury,TRANSVERSAL,AMP-1-0026,CDT,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Fury,TRANSVERSAL,AMP-1-0027,CDT,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Fury,TRANSVERSAL,AMP-1-0028,CDT,,,,,⚫ VACÍO / SIN DATOS,Completar Documentación,0,,,,,
Fury,TRANSVERSAL,AMP-1-0029,CDT,"Haz ganado {$15,000} en cashback",,,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,
Fury,TRANSVERSAL,AMP-1-0030,dashboard,Dashboard_New_User,Dashboard,Card_Product_Reel,co,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,¿Aumenta el cashin en el grupo de personas expuestas al carrusel de productos en la parte superior del dashboard en comparación con aquellas que no experimentan este cambio?
Fury,TRANSVERSAL,AMP-1-0031,dashboard,Dashboard_New_User,Dashboard,Card_Product_Reel,co,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,¿Aumenta el cashin en el grupo de personas expuestas al carrusel de productos en la parte superior del dashboard en comparación con aquellas que no experimentan este cambio?
Fury,TRANSVERSAL,AMP-1-0032,dashboard,Dashboard_New_User,Dashboard,Card_Product_Reel,co,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,¿Aumenta el cashin en el grupo de personas expuestas al carrusel de productos en la parte superior del dashboard en comparación con aquellas que no experimentan este cambio?
Fury,TRANSVERSAL,AMP-1-0033,dashboard,Dashboard_New_User,Dashboard,Card_Product_Reel,co,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,¿Aumenta el cashin en el grupo de personas expuestas al carrusel de productos en la parte superior del dashboard en comparación con aquellas que no experimentan este cambio?
Fury,TRANSVERSAL,AMP-1-0034,dashboard,Dashboard_New_User,Dashboard,Card_Product_Reel,co,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,¿Aumenta el cashin en el grupo de personas expuestas al carrusel de productos en la parte superior del dashboard en comparación con aquellas que no experimentan este cambio?
Master,TRANSVERSAL,AMP-1-0001,register_attribution,Onboarding_RegisterSuccess,register completed,screen,,🟢 VIVO (Exacto) (⚠️ Colisión),Mantener,72931,Fila 61,Fila 159,packages/features/generic/authentication/module/lib/core/attribution/events.dart,,Este evento se genera una vez el usuario se ha registrado con exito tyba.
Master,TRANSVERSAL,AMP-1-0006,profiling_attribution,Profiling_SelectProfile,profile completed,button_clicked,,🟢 VIVO (Exacto) (⚠️ Colisión),Mantener,223734,Fila 74,Fila 414,packages/features/generic/risk_profile/module/lib/core/attribution/events.dart,,Este evento se genera una vez lo usuarios se perfilan satisfactoriamente
Master,TRANSVERSAL,AMP-1-0044,product_selection,"Onboarding_ProductOffer_CO 
Onboarding_ProductOffer_PE
Onboarding_ProductOffer_CL",onboarding product offer,action button,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,57092,Fila 94,,,,Este evento se genera una vez el usuario escoja un producto en onboarding para invertir.
Master,TRANSVERSAL,AMP-1-0045,product_selection,Onboarding_ProductOffer_CO,Onboarding product offer,action button,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,20912,Fila 148,,,,Este evento se genera una vez el usuario escoja un producto en onboarding para invertir.
Master,TRANSVERSAL,AMP-1-0046,product_creation,Onboarding_ProductOffer_CO,Onboarding product offer,action button,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,12318,Fila 191,,,,Este evento se genera una vez el usuario escoja un producto en onboarding para invertir.
Master,TRANSVERSAL,AMP-1-0047,product_selection,"Onboarding_ProductOffer_CO 
Onboarding_ProductOffer_PE
Onboarding_ProductOffer_CL",Onboarding product offer,action button,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,121236,Fila 55,,,,Este evento se genera una vez el usuario escoja un producto en onboarding para invertir.
Master,TRANSVERSAL,AMP-1-0048,product_selection,"Onboarding_ProductOffer_CO 
Onboarding_ProductOffer_PE
",Onboarding product offer,action button,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,123584,Fila 50,,,,Este evento se genera una vez el usuario escoja un producto en onboarding para invertir.
Master,TRANSVERSAL,AMP-1-0049,product_creation,Onboarding_ProductOffer_PE,Onboarding product offer,action button,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,32913,Fila 116,,,,Este evento se genera una vez el usuario escoja un producto en onboarding para invertir.
Master,TRANSVERSAL,AMP-1-0050,product_creation,Onboarding_ProductOffer_CL,Onboarding product offer,action button,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,553,Fila 368,,,,Este evento se genera una vez el usuario escoja un producto en onboarding para invertir.
Master,TRANSVERSAL,AMP-1-0051,product_creation,"Onboarding_ProductOffer_CO 
Onboarding_ProductOffer_PE
",onboarding product offer,action button,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,27038,Fila 149,,,,Este evento se genera una vez el usuario escoja un producto en onboarding para invertir.
Master,TRANSVERSAL,AMP-1-0002,product_selection,Onboarding_CDTModal,product selected,action_button_clicked,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,31367,Fila 122,,,,Este evento se genera una vez lo usuarios eligen el producto de Tyba CDT en vitrina
Master,TRANSVERSAL,AMP-1-0003,product_selection,Onboarding_FPVModal,product selected,action_button_clicked,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,14568,Fila 174,,,,Este evento se genera una vez lo usuarios eligen el producto de Tyba FPV
Master,TRANSVERSAL,AMP-1-0004,product_selection,Onboarding_PocketModal,product selected,action_button_clicked,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,55860,Fila 79,,,,Este evento se genera una vez lo usuarios eligen el producto de Tyba Pocket
Master,TRANSVERSAL,AMP-1-0005,product_selection,Onboarding_FICModal,product selected,action_button_clicked,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,237889,Fila 16,,,,Este evento se genera una vez lo usuarios eligen el producto de Tyba FIC
Master,KYC,AMP-1-0011,kyc_attribution,KYC_Vinculation_Success,kyc completed,screen,,🟢 VIVO (Exacto) (⚠️ Colisión),Mantener,10452,Fila 202,Fila 396,packages/features/generic/kyc/module/lib/core/attribution/events.dart,,Este evento se genera una vez los usuarios completan su vinculación
Master,FVP,AMP-1-0012,requested_cash_in_attribution,CashIn_SuccessResult_FPVCO,cash in completed,screen,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,5729,Fila 236,,,,Este evento se genera una vez los usuarios completan su primer cash in en FPV
Master,CDT,AMP-1-0013,requested_cash_in_attribution,CDTCreation_KYCValidaton_CO,cash in completed,screen,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,263,Fila 376,,,,Este evento se genera una vez los usuarios completan su primer cash in en CDT
Master,FIC,AMP-1-0014,requested_cash_in_attribution,FIC_SuccessfulTransaction_CO / Cashin_InvestmentInProcessFirstCI_PE / Cashin_InvestmentInProcessFirstCI_CL,cash in completed,screen,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,96505,Fila 83,,,,Este evento se genera una vez los usuarios completan su primer cash in en FIC
Master,POCKET,AMP-1-0015,requested_cash_in_attribution,CashIn_Success_PSE /CashIn_Success_ACH,cash in completed,screen,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,276,Fila 373,,,,Este evento se genera una vez los usuarios completan su primer cash in en Pocket
Master,RVI,AMP-1-0016,requested_cash_in_attribution,CashIn_PendingResult_STKCO / Cashin_PendingConfirmation_STKPE,cash in completed,screen,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,18433,Fila 157,,,,Este evento se genera una vez los usuarios completan su primer cash in en Acciones
Master,KYC,AMP-1-0035,cash_in,KYC_IdentityVinculationInstructions_CO,cash in ,screen,,🟢 VIVO (Exacto),Mantener,1928,Fila 303,Fila 362,packages/features/generic/dashboard/module/lib/core/attribution/events.dart,,"Este evento se activa una vez que los usuarios realizan un cashin, tras haber leído el instructivo paso a paso."
Master,KYC,AMP-1-0036,cash_in,KYC_IdentityVinculationInstructions_CO,cash in ,icon,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,"Este evento se activa una vez que los usuarios realizan un cashin, tras haber leído el instructivo paso a paso."
Master,FIC,AMP-1-0037,cash_in,Step_To_Step1_Cashin_FIC,cash in ,screen,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,"Este evento se activa una vez que los usuarios realizan un cashin, tras haber leído el instructivo paso a paso."
Master,FIC,AMP-1-0038,cash_in,Step_To_Step1_Cashin_FIC,cash in ,button,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,"Este evento se activa una vez que los usuarios realizan un cashin, tras haber leído el instructivo paso a paso."
Master,FIC,AMP-1-0039,cash_in,Step_To_Step2_Cashin_FIC,cash in ,screen,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,"Este evento se activa una vez que los usuarios realizan un cashin, tras haber leído el instructivo paso a paso."
Master,FIC,AMP-1-0040,cash_in,Step_To_Step2_Cashin_FIC,cash in ,button,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,"Este evento se activa una vez que los usuarios realizan un cashin, tras haber leído el instructivo paso a paso."
Master,FIC,AMP-1-0041,cash_in,Step_To_Step3_Cashin_FIC,cash in ,screen,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,"Este evento se activa una vez que los usuarios realizan un cashin, tras haber leído el instructivo paso a paso."
Master,FIC,AMP-1-0042,cash_in,Step_To_Step3_Cashin_FIC,cash in ,button,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,"Este evento se activa una vez que los usuarios realizan un cashin, tras haber leído el instructivo paso a paso."
Master,FIC,AMP-1-0043,cash_in,Step_To_Step4_Cashin_FIC,cash in ,screen,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,"Este evento se activa una vez que los usuarios realizan un cashin, tras haber leído el instructivo paso a paso."
Master,FIC,AMP-1-0052,cash_in,FIC_InvestValue_CO,cash in ,button,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,187977,Fila 46,,,,"Este evento se activa una vez que los usuarios realizan un cashin, tras haber leído el instructivo paso a paso."
Master,FIC,AMP-1-0053,cash_in,FIC_InvestValue_MultipleInvestments_CO,cash in ,button,,🟢 VIVO (Divergente · object 46%),Mantener,1979,Fila 305,Fila 254,packages/features/generic/cash_in/module/lib/core/attribution/events.dart,,Este evento se activa una vez que los usuarios ingresan el monto a invertir y hacen tap en continuar
Master,FIC,AMP-1-0054,cash_in,FIC_InvestSummary_CO,cash in ,button,,🟢 VIVO (Divergente · object 46%),Mantener,175174,Fila 43,Fila 255,packages/features/generic/cash_in/module/lib/core/attribution/events.dart,,Este evento se activa una vez que los usuarios realizan un cashin y hacen click en el botón invertir
Master,CDT,AMP-1-0055,cash_in,CDT_InvestSummary_CO,cash in ,button,,🟢 VIVO (Divergente · object 46%),Mantener,13229,Fila 184,Fila 257,packages/features/generic/cash_in/module/lib/core/attribution/events.dart,,Este evento se activa una vez que los usuarios realizan cashin en CDT
Master,FVP,AMP-1-0056,cash_in,CashIn_AddAmount_FPVCO,cash in ,button,,🟢 VIVO (Divergente · object 46%),Mantener,9522,Fila 206,Fila 258,packages/features/generic/cash_in/module/lib/core/attribution/events.dart,,Este evento se activa una vez que los usuarios realizan cashin en FVP
Master,FVP,AMP-1-0057,cash_in,CashIn_Sumary_FPVCO,cash in ,button,,🟢 VIVO (Divergente · object 46%),Mantener,8408,Fila 212,Fila 259,packages/features/generic/cash_in/module/lib/core/attribution/events.dart,,Este evento se activa una vez que los usuarios realizan cashin en FVP
Master,POCKET,AMP-1-0058,cash_in,POCKET_InvestSummary_CO,cash in ,button,,🟢 VIVO (Divergente · object 46%),Mantener,13753,Fila 181,Fila 260,packages/features/generic/cash_in/module/lib/core/attribution/events.dart,,Este evento se activa una vez que los usuarios realizan cashin en Pocket
Master,CDT,AMP-1-0026,cash_in,PromoCode_Banner_CDT,promotional banner code,card promo code,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,1815,Fila 324,,,,Este evento se activa una vez que los usuarios hacen click en la cajita de código promocional
Master,CDT,AMP-1-0027,cash_in,PromeCode_Button_Apply_Code_CDT,button apply code,Button,,🔴 SIN RASTRO,Deprecar / Implementar de cero,0,,,,,Este evento se activa una vez que los usuarios hacen click en la cajita de código promocional
Master,CDT,AMP-1-0028,cash_in,PromoCode_Input_Apply_Code_CDT,input apply code,Input button,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,777,Fila 356,,,,Este evento se activa una vez que los usuarios hacen click en la cajita de código promocional
Master,CDT,AMP-1-0029,cash_in,PromoCode_Redeem_Success_CDT,redeem success code,screen,,"🟠 DISPARA, NO ESTÁ EN CÓDIGO",Revisar naming en código FE,103,Fila 426,,,,Este evento se activa una vez que los usuarios hacen click en la cajita de código promocional
